model,reference_date,horizon,target_end_date,location,observed,median,absolute_error,squared_error,wis,lower_95,upper_95,coverage_95,width_95
Calibrated blend,2026-03-07,1,2026-03-14,US,7793,10625,2832,8020224,1623.2575,1649,19601,TRUE,17952
Calibrated blend,2026-03-07,2,2026-03-21,US,6088,11832,5744,32993536,3351.712916666667,0,32609,TRUE,32609
Calibrated blend,2026-03-07,3,2026-03-28,US,3306,12338,9032,81577024,5018.062083333333,0,42175,TRUE,42175
Calibrated blend,2026-03-14,1,2026-03-21,US,6088,6765,677,458329,963.1520833333334,0,15461,TRUE,15461
Calibrated blend,2026-03-14,2,2026-03-28,US,3306,6931,3625,13140625,2492.2379166666665,0,27485,TRUE,27485
Calibrated blend,2026-03-14,3,2026-04-04,US,2901,7887,4986,24860196,3406.775416666667,0,37773,TRUE,37773
Calibrated blend,2026-03-21,1,2026-03-28,US,3306,5824,2518,6340324,1449.636666666667,0,14206,TRUE,14206
Calibrated blend,2026-03-21,2,2026-04-04,US,2901,6780,3879,15046641,2529.55,0,27034,TRUE,27034
Calibrated blend,2026-03-21,3,2026-04-11,US,2235,7502,5267,27741289,3437.26,0,37286,TRUE,37286
Calibrated blend,2026-03-28,1,2026-04-04,US,2901,2354,547,299209,778.6270833333333,0,10451,TRUE,10451
Calibrated blend,2026-03-28,2,2026-04-11,US,2235,2783,548,300304,1555.2108333333333,0,22794,TRUE,22794
Calibrated blend,2026-03-28,3,2026-04-18,US,1941,3528,1587,2518569,2296.6908333333336,0,33350,TRUE,33350
Calibrated blend,2026-04-04,1,2026-04-11,US,2235,3819,1584,2509056,1050.17625,0,11651,TRUE,11651
Calibrated blend,2026-04-04,2,2026-04-18,US,1941,4682,2741,7513081,2060.5158333333334,0,24340,TRUE,24340
Calibrated blend,2026-04-04,3,2026-04-25,US,1877,5075,3198,10227204,2722.3195833333334,0,34677,TRUE,34677
Calibrated blend,2026-04-11,1,2026-04-18,US,1941,1850,91,8281,665.7079166666667,0,9455,TRUE,9455
Calibrated blend,2026-04-11,2,2026-04-25,US,1877,2046,169,28561,1370.6808333333336,0,21196,TRUE,21196
Calibrated blend,2026-04-11,3,2026-05-02,US,1649,2430,781,609961,2043.7175,0,31920,TRUE,31920
Calibrated blend,2026-04-18,1,2026-04-25,US,1877,2248,371,137641,702.7475000000001,0,9616,TRUE,9616
Calibrated blend,2026-04-18,2,2026-05-02,US,1649,2688,1039,1079521,1497.3075000000001,0,21212,TRUE,21212
Calibrated blend,2026-04-18,3,2026-05-09,US,1473,2839,1366,1865956,2117.263333333334,0,31634,TRUE,31634
Calibrated blend,2026-04-25,1,2026-05-02,US,1649,2020,371,137641,671.1425,0,9152,TRUE,9152
Calibrated blend,2026-04-25,2,2026-05-09,US,1473,2122,649,421201,1353.9950000000001,0,20022,TRUE,20022
Calibrated blend,2026-04-25,3,2026-05-16,US,1306,2049,743,552049,1892.9320833333331,0,29899,TRUE,29899
Calibrated blend,2026-05-02,1,2026-05-09,US,1473,1465,8,64,578.3970833333334,0,8365,TRUE,8365
Calibrated blend,2026-05-02,2,2026-05-16,US,1306,1356,50,2500,1153.6612499999999,0,18645,TRUE,18645
Calibrated blend,2026-05-02,3,2026-05-23,US,1250,1244,6,36,1638.8962499999998,0,28149,TRUE,28149
Calibrated blend,2026-05-09,1,2026-05-16,US,1306,1380,74,5476,561.2054166666667,0,8049,TRUE,8049
Calibrated blend,2026-05-09,2,2026-05-23,US,1250,1269,19,361,1104.4454166666667,0,17945,TRUE,17945
Calibrated blend,2026-05-09,3,2026-05-30,US,1060,987,73,5329,1546.159583333333,0,26945,TRUE,26945
Calibrated blend,2026-05-16,1,2026-05-23,US,1250,1144,106,11236,524.115,0,7584,TRUE,7584
Calibrated blend,2026-05-16,2,2026-05-30,US,1060,850,210,44100,1011.9504166666667,0,16917,TRUE,16917
Calibrated blend,2026-05-16,3,2026-06-06,US,1011,641,370,136900,1391.082083333333,0,25323,TRUE,25323
