covariate_set,lag_weeks,reference_date,horizon,target_end_date,observed,median,absolute_error,squared_error
WVAL + NSSP,6,2026-02-21,1,2026-02-28,11159,12000.196552211928,841.1965522119281,707611.639453235
WVAL + NSSP,6,2026-02-21,2,2026-03-07,9598,10145.745427477093,547.7454274770935,300025.0533220639
WVAL + NSSP,6,2026-02-21,3,2026-03-14,7793,9136.426818026279,1343.4268180262789,1804795.6153922125
WVAL + NSSP,6,2026-02-28,1,2026-03-07,9598,8664.457186479844,933.5428135201564,871502.1846751295
WVAL + NSSP,6,2026-02-28,2,2026-03-14,7793,7554.288449531869,238.71155046813055,56983.20432689884
WVAL + NSSP,6,2026-02-28,3,2026-03-21,6088,7070.651443936451,982.651443936451,965603.860270392
WVAL + NSSP,6,2026-03-07,1,2026-03-14,7793,9236.450514083313,1443.4505140833135,2083549.386607382
WVAL + NSSP,6,2026-03-07,2,2026-03-21,6088,8868.945107232132,2780.9451072321317,7733655.689438333
WVAL + NSSP,6,2026-03-07,3,2026-03-28,3306,8235.552319508786,4929.552319508786,24300486.070774455
WVAL + NSSP,6,2026-03-14,1,2026-03-21,6088,6199.614039278813,111.61403927881292,12457.693764132395
WVAL + NSSP,6,2026-03-14,2,2026-03-28,3306,5309.799289553661,2003.7992895536609,4015211.592815756
WVAL + NSSP,6,2026-03-14,3,2026-04-04,2901,4980.121740928607,2079.1217409286073,4322747.213602003
WVAL + NSSP,6,2026-03-21,1,2026-03-28,3306,5104.179656585793,1798.179656585793,3233450.0773590007
WVAL + NSSP,6,2026-03-21,2,2026-04-04,2901,4756.029505851868,1855.0295058518677,3441134.4675810244
WVAL + NSSP,6,2026-03-21,3,2026-04-11,2235,4312.7819276297805,2077.7819276297805,4317177.738784926
WVAL + NSSP,6,2026-03-28,1,2026-04-04,2901,1446.9596122138544,1454.0403877861456,2114233.449313285
WVAL + NSSP,6,2026-03-28,2,2026-04-11,2235,701.3455089835375,1533.6544910164625,2352096.0978149646
WVAL + NSSP,6,2026-03-28,3,2026-04-18,1941,580.9517706313418,1360.0482293686582,1849731.1862088223
WVAL + NSSP,6,2026-04-04,1,2026-04-11,2235,3371.9455779744994,1136.9455779744994,1292645.2472757685
WVAL + NSSP,6,2026-04-04,2,2026-04-18,1941,3488.681116440751,1547.6811164407509,2395316.838187289
WVAL + NSSP,6,2026-04-04,3,2026-04-25,1877,3029.0405721415964,1152.0405721415964,1327197.4798603368
WVAL + NSSP,6,2026-04-11,1,2026-04-18,1941,1410.0326021022865,530.9673978977135,281926.37763026875
WVAL + NSSP,6,2026-04-11,2,2026-04-25,1877,775.0421562518709,1101.957843748129,1214311.0893980262
WVAL + NSSP,6,2026-04-11,3,2026-05-02,1649,628.6197406114482,1020.3802593885518,1041175.8737498483
WVAL + NSSP,6,2026-04-18,1,2026-04-25,1877,1747.6575286001166,129.34247139988338,16729.47490782965
WVAL + NSSP,6,2026-04-18,2,2026-05-02,1649,1687.9004919951435,38.90049199514351,1513.2482774642244
WVAL + NSSP,6,2026-04-18,3,2026-05-09,1473,1401.4656072351315,71.53439276486847,5117.169348238466
WVAL + NSSP,6,2026-04-25,1,2026-05-02,1649,1924.3575174745715,275.3575174745715,75821.76242975896
WVAL + NSSP,6,2026-04-25,2,2026-05-09,1473,1659.553344103611,186.55334410361093,34802.15019624026
WVAL + NSSP,6,2026-04-25,3,2026-05-16,1306,1410.4850885978237,104.48508859782373,10917.133739295075
WVAL + NSSP,6,2026-05-02,1,2026-05-09,1473,1155.2256399933663,317.77436000663374,100980.54387762566
WVAL + NSSP,6,2026-05-02,2,2026-05-16,1306,862.0532319806599,443.9467680193401,197088.73283481775
WVAL + NSSP,6,2026-05-02,3,2026-05-23,1250,696.953478669312,553.046521330688,305860.45475597517
WVAL + NSSP,6,2026-05-09,1,2026-05-16,1306,1445.667715511175,139.66771551117495,19507.070756110497
WVAL + NSSP,6,2026-05-09,2,2026-05-23,1250,1333.3722554556775,83.37225545567753,6950.932979766752
WVAL + NSSP,6,2026-05-09,3,2026-05-30,1060,1103.0047337031365,43.00473370313648,1849.4071208776827
WVAL + NSSP,6,2026-05-16,1,2026-05-23,1250,1076.8887649612602,173.11123503873978,29967.499696637806
WVAL + NSSP,6,2026-05-16,2,2026-05-30,1060,823.7865980161718,236.21340198382825,55796.77127677364
WVAL + NSSP,6,2026-05-16,3,2026-06-06,1011,655.1717531035085,355.82824689649146,126613.74128943049
WVAL only,3,2025-09-27,1,2025-10-04,976,1045.6788820887584,69.67888208875843,4855.1466091391
WVAL only,3,2025-09-27,2,2025-10-11,1016,997.0318223875124,18.96817761248758,359.791761938875
WVAL only,3,2025-09-27,3,2025-10-18,1119,902.7695077913236,216.23049220867642,46755.62576080648
WVAL only,3,2025-10-04,1,2025-10-11,1016,882.3156260876274,133.68437391237262,17871.511828343053
WVAL only,3,2025-10-04,2,2025-10-18,1119,761.4771568657852,357.5228431342148,127822.58336277235
WVAL only,3,2025-10-04,3,2025-10-25,1199,626.460970822317,572.539029177683,327800.93993172375
WVAL only,3,2025-10-11,1,2025-10-18,1119,981.8355743221481,137.1644256778519,18814.07967153496
WVAL only,3,2025-10-11,2,2025-10-25,1199,898.1627338176573,300.83726618234266,90503.0607240657
WVAL only,3,2025-10-11,3,2025-11-01,1358,783.6494538003639,574.3505461996361,329878.5499198204
WVAL only,3,2025-10-18,1,2025-10-25,1199,1124.339619360179,74.66038063982091,5574.172437282946
WVAL only,3,2025-10-18,2,2025-11-01,1358,1062.6252178110453,295.37478218895467,87246.2619531724
WVAL only,3,2025-10-18,3,2025-11-08,1787,957.2397173334184,829.7602826665816,688502.1266909253
WVAL only,3,2025-10-25,1,2025-11-01,1358,1185.8161230994651,172.18387690053487,29647.287464498546
WVAL only,3,2025-10-25,2,2025-11-08,1787,1109.2803826888903,677.7196173111097,459303.87968831696
WVAL only,3,2025-10-25,3,2025-11-15,2487,992.1181547563625,1494.8818452436376,2234671.7312390227
WVAL only,3,2025-11-01,1,2025-11-08,1787,1393.3455927107948,393.6544072892052,154963.79237821547
WVAL only,3,2025-11-01,2,2025-11-15,2487,1342.6726401082487,1144.3273598917513,1309485.1065968256
WVAL only,3,2025-11-01,3,2025-11-22,3584,1234.8790646533616,2349.1209353466384,5518369.168883865
WVAL only,3,2025-11-08,1,2025-11-15,2487,1992.2222213507205,494.7777786492795,244805.05024511545
WVAL only,3,2025-11-08,2,2025-11-22,3584,2036.6112000748542,1547.3887999251458,2394412.098133783
WVAL only,3,2025-11-08,3,2025-11-29,5220,1969.1207672246858,3250.8792327753144,10568215.786089817
WVAL only,3,2025-11-15,1,2025-11-22,3584,2853.425981155413,730.574018844587,533738.397010731
WVAL only,3,2025-11-15,2,2025-11-29,5220,2977.7938205347173,2242.2061794652827,5027488.5512323
WVAL only,3,2025-11-15,3,2025-12-06,7449,2931.598146178676,4517.401853821324,20406919.508908335
WVAL only,3,2025-11-22,1,2025-11-29,5220,4184.716886119921,1035.2831138800793,1071811.1258852333
WVAL only,3,2025-11-22,2,2025-12-06,7449,4423.006118804444,3025.9938811955562,9156638.969032947
WVAL only,3,2025-11-22,3,2025-12-13,11156,4403.7982405234525,6752.2017594765475,45592228.60067818
WVAL only,3,2025-11-29,1,2025-12-06,7449,6135.535637800392,1313.4643621996083,1725188.630768424
WVAL only,3,2025-11-29,2,2025-12-13,11156,6522.585474537421,4633.414525462579,21468530.16476762
WVAL only,3,2025-11-29,3,2025-12-20,21083,6264.994778187382,14818.005221812618,219573278.753666
WVAL only,3,2025-12-06,1,2025-12-13,11156,8700.403596843495,2455.5964031565054,6029953.695195166
WVAL only,3,2025-12-06,2,2025-12-20,21083,8964.307723418338,12118.692276581662,146862702.49448
WVAL only,3,2025-12-06,3,2025-12-27,37602,8554.555487203637,29047.444512796363,843754032.7239835
WVAL only,3,2025-12-13,1,2025-12-20,21083,13052.44149113928,8030.55850886072,64489869.96423532
WVAL only,3,2025-12-13,2,2025-12-27,37602,13642.744302250272,23959.25569774973,574045933.5901529
WVAL only,3,2025-12-13,3,2026-01-03,42634,12962.612985049158,29671.387014950844,880391207.3909936
WVAL only,3,2025-12-20,1,2025-12-27,37602,27615.15333671939,9986.846663280608,99737106.27587903
WVAL only,3,2025-12-20,2,2026-01-03,42634,30998.970632103366,11635.029367896634,135373908.39181715
WVAL only,3,2025-12-20,3,2026-01-10,29933,30794.131897642354,861.1318976423536,741548.145137121
WVAL only,3,2025-12-27,1,2026-01-03,42634,49405.47488514529,6771.47488514529,45852872.12015341
WVAL only,3,2025-12-27,2,2026-01-10,29933,54093.93779832971,24160.93779832971,583750915.2947572
WVAL only,3,2025-12-27,3,2026-01-17,19754,54035.0351188003,34281.0351188003,1175189368.8164194
WVAL only,3,2026-01-03,1,2026-01-10,29933,40647.857058429494,10714.857058429494,114808161.78257635
WVAL only,3,2026-01-03,2,2026-01-17,19754,36581.46641034543,16827.466410345427,283163625.79130363
WVAL only,3,2026-01-03,3,2026-01-24,16819,33106.82354272226,16287.82354272226,265293195.75885755
WVAL only,3,2026-01-10,1,2026-01-17,19754,15801.302064425896,3952.697935574104,15623820.969891785
WVAL only,3,2026-01-10,2,2026-01-24,16819,10248.822958757319,6570.177041242681,43167226.35327243
WVAL only,3,2026-01-10,3,2026-01-31,15751,9736.102802452755,6014.897197547245,36178988.297061704
WVAL only,3,2026-01-17,1,2026-01-24,16819,17623.092812918643,804.0928129186432,646565.251787416
WVAL only,3,2026-01-17,2,2026-01-31,15751,17999.26503309322,2248.2650330932192,5054695.659029654
WVAL only,3,2026-01-17,3,2026-02-07,16121,18793.490599234683,2672.490599234683,7142206.002997755
WVAL only,3,2026-01-24,1,2026-01-31,15751,16473.094927938928,722.0949279389279,521421.0849551254
WVAL only,3,2026-01-24,2,2026-02-07,16121,17019.67281656265,898.6728165626482,807612.8312286432
WVAL only,3,2026-01-24,3,2026-02-14,16436,15538.019116465755,897.9808835342446,806369.6671929426
WVAL only,3,2026-01-31,1,2026-02-07,16121,15644.763464144775,476.23653585522516,226801.23808338516
WVAL only,3,2026-01-31,2,2026-02-14,16436,13975.05186256994,2460.9481374300594,6056265.735120479
WVAL only,3,2026-01-31,3,2026-02-21,14731,12455.870406918422,2275.1295930815777,5176214.665315545
WVAL only,3,2026-02-07,1,2026-02-14,16436,14834.926488655186,1601.0735113448136,2563436.388730011
WVAL only,3,2026-02-07,2,2026-02-21,14731,13424.735106712295,1306.2648932877055,1706327.9714359406
WVAL only,3,2026-02-07,3,2026-02-28,11159,12479.263384537313,1320.263384537313,1743095.4045499207
WVAL only,3,2026-02-14,1,2026-02-21,14731,16409.301862672368,1678.3018626723679,2816697.1422495395
WVAL only,3,2026-02-14,2,2026-02-28,11159,15822.334436595536,4663.334436595536,21746688.067537807
WVAL only,3,2026-02-14,3,2026-03-07,9598,15082.952128388788,5484.952128388788,30084699.850716695
WVAL only,3,2026-02-21,1,2026-02-28,11159,12614.834988590803,1455.8349885908028,2119455.514005183
WVAL only,3,2026-02-21,2,2026-03-07,9598,11407.425753575095,1809.4257535750949,3274021.5577008
WVAL only,3,2026-02-21,3,2026-03-14,7793,10594.719818748046,2801.7198187480462,7849633.942765585
WVAL only,3,2026-02-28,1,2026-03-07,9598,8635.47392646387,962.5260735361298,926456.4422368793
WVAL only,3,2026-02-28,2,2026-03-14,7793,7441.040923401057,351.9590765989433,123875.19160038083
WVAL only,3,2026-02-28,3,2026-03-21,6088,7485.9406315315955,1397.9406315315955,1954238.0092869562
WVAL only,3,2026-03-07,1,2026-03-14,7793,9270.652872010867,1477.6528720108672,2183458.010161964
WVAL only,3,2026-03-07,2,2026-03-21,6088,9564.45224312919,3476.45224312919,12085720.198757976
WVAL only,3,2026-03-07,3,2026-03-28,3306,9173.552244371716,5867.552244371716,34428169.34043156
WVAL only,3,2026-03-14,1,2026-03-21,6088,6758.566768564402,670.5667685644021,449659.79110290436
WVAL only,3,2026-03-14,2,2026-03-28,3306,5992.00421566234,2686.0042156623404,7214618.646555864
WVAL only,3,2026-03-14,3,2026-04-04,2901,5493.876521844122,2592.876521844122,6723008.657530473
WVAL only,3,2026-03-21,1,2026-03-28,3306,4725.818579162497,1419.8185791624974,2015884.7977350128
WVAL only,3,2026-03-21,2,2026-04-04,2901,4063.699612282613,1162.699612282613,1351870.3884021388
WVAL only,3,2026-03-21,3,2026-04-11,2235,3713.1121893875707,1478.1121893875707,2184815.6444161176
WVAL only,3,2026-03-28,1,2026-04-04,2901,1374.2166446207325,1526.7833553792675,2331067.414263175
WVAL only,3,2026-03-28,2,2026-04-11,2235,669.3246716879912,1565.6753283120088,2451339.2336849165
WVAL only,3,2026-03-28,3,2026-04-18,1941,582.0155768936413,1358.9844231063587,1846838.6622457225
WVAL only,3,2026-04-04,1,2026-04-11,2235,3562.7187077835347,1327.7187077835347,1762836.9669983792
WVAL only,3,2026-04-04,2,2026-04-18,1941,3860.5706492865784,1919.5706492865784,3684751.4776024963
WVAL only,3,2026-04-04,3,2026-04-25,1877,3524.443334454578,1647.4433344545778,2714069.5402388177
WVAL only,3,2026-04-11,1,2026-04-18,1941,1348.9013765978843,592.0986234021157,350580.7798346804
WVAL only,3,2026-04-11,2,2026-04-25,1877,678.6191552912728,1198.3808447087272,1436116.6489648025
WVAL only,3,2026-04-11,3,2026-05-02,1649,590.7090483819288,1058.2909516180712,1119979.7382766826
WVAL only,3,2026-04-18,1,2026-04-25,1877,1797.3971606834605,79.60283931653953,6336.612027254811
WVAL only,3,2026-04-18,2,2026-05-02,1649,1858.316999189032,209.316999189032,43813.606149501225
WVAL only,3,2026-04-18,3,2026-05-09,1473,1678.3957954463838,205.39579544638377,42187.43278705273
WVAL only,3,2026-04-25,1,2026-05-02,1649,2008.969149566804,359.96914956680394,129577.78863984806
WVAL only,3,2026-04-25,2,2026-05-09,1473,1849.2197384798146,376.2197384798146,141541.2916218201
WVAL only,3,2026-04-25,3,2026-05-16,1306,1670.2432545386273,364.2432545386273,132673.14847689125
WVAL only,3,2026-05-02,1,2026-05-09,1473,1168.159426742181,304.84057325781896,92927.77510415569
WVAL only,3,2026-05-02,2,2026-05-16,1306,898.7901832791351,407.20981672086486,165819.83483384034
WVAL only,3,2026-05-02,3,2026-05-23,1250,794.127196014932,455.872803985068,207820.01341320825
WVAL only,3,2026-05-09,1,2026-05-16,1306,1476.128050214607,170.1280502146069,28943.553469823808
WVAL only,3,2026-05-09,2,2026-05-23,1250,1448.486844061173,198.4868440611731,39397.02726536444
WVAL only,3,2026-05-09,3,2026-05-30,1060,1301.2463735863607,241.24637358636073,58199.81276856993
WVAL only,3,2026-05-16,1,2026-05-23,1250,1126.3726785699876,123.62732143001244,15283.714603959614
WVAL only,3,2026-05-16,2,2026-05-30,1060,936.2062643659006,123.79373563409945,15324.888982245304
WVAL only,3,2026-05-16,3,2026-06-06,1011,828.9421780147918,182.0578219852082,33145.05054599776
WVAL only,4,2025-09-27,1,2025-10-04,976,1119.907724575677,143.9077245756771,20709.43319254894
WVAL only,4,2025-09-27,2,2025-10-11,1016,1124.891092242018,108.89109224201798,11857.269969659668
WVAL only,4,2025-09-27,3,2025-10-18,1119,1057.9684348279588,61.031565172041155,3724.851947349107
WVAL only,4,2025-10-04,1,2025-10-11,1016,878.2478863161093,137.75211368389068,18975.644824379542
WVAL only,4,2025-10-04,2,2025-10-18,1119,786.761203604545,332.238796395455,110382.61783030059
WVAL only,4,2025-10-04,3,2025-10-25,1199,748.9724178219042,450.0275821780958,202524.8247210628
WVAL only,4,2025-10-11,1,2025-10-18,1119,1022.9617378407124,96.03826215928757,9223.347798576047
WVAL only,4,2025-10-11,2,2025-10-25,1199,1008.8769310858056,190.1230689141944,36146.78133335151
WVAL only,4,2025-10-11,3,2025-11-01,1358,952.1267650378848,405.87323496211525,164733.0828586124
WVAL only,4,2025-10-18,1,2025-10-25,1199,1173.6551099172366,25.344890082763413,642.3634533073592
WVAL only,4,2025-10-18,2,2025-11-01,1358,1133.5104299755308,224.48957002446923,50395.567049771074
WVAL only,4,2025-10-18,3,2025-11-08,1787,1066.2151551311933,720.7848448688067,519530.7925925497
WVAL only,4,2025-10-25,1,2025-11-01,1358,1177.0272207905832,180.97277920941679,32751.146814780317
WVAL only,4,2025-10-25,2,2025-11-08,1787,1114.184922244962,672.8150777550379,452680.1288545177
WVAL only,4,2025-10-25,3,2025-11-15,2487,1048.6535082334942,1438.3464917665058,2068840.6303770149
WVAL only,4,2025-11-01,1,2025-11-08,1787,1424.769921285756,362.230078714244,131210.62992532738
WVAL only,4,2025-11-01,2,2025-11-15,2487,1390.6495431203543,1096.3504568796457,1201984.324300208
WVAL only,4,2025-11-01,3,2025-11-22,3584,1301.725455248102,2282.2745447518982,5208777.097622484
WVAL only,4,2025-11-08,1,2025-11-15,2487,2012.4298284405952,474.5701715594048,225216.8477339229
WVAL only,4,2025-11-08,2,2025-11-22,3584,1986.472919615163,1597.527080384837,2552092.7725629015
WVAL only,4,2025-11-08,3,2025-11-29,5220,1847.1773000003443,3372.822699999656,11375932.96563297
WVAL only,4,2025-11-15,1,2025-11-22,3584,2801.4065511377376,782.5934488622624,612452.5062021306
WVAL only,4,2025-11-15,2,2025-11-29,5220,2744.9877267417933,2475.0122732582067,6125685.752778756
WVAL only,4,2025-11-15,3,2025-12-06,7449,2541.8514747972213,4907.148525202779,24080106.648399808
WVAL only,4,2025-11-22,1,2025-11-29,5220,4089.56650474235,1130.43349525765,1277879.8872004275
WVAL only,4,2025-11-22,2,2025-12-06,7449,4024.0061145016443,3424.9938854983557,11730583.115701124
WVAL only,4,2025-11-22,3,2025-12-13,11156,3713.8757215548376,7442.124278445162,55385213.77582293
WVAL only,4,2025-11-29,1,2025-12-06,7449,5968.258527596802,1480.7414724031978,2192595.30809479
WVAL only,4,2025-11-29,2,2025-12-13,11156,5859.17356034312,5296.82643965688,28056370.33184818
WVAL only,4,2025-11-29,3,2025-12-20,21083,5397.4410220264,15685.5589779736,246036760.4514882
WVAL only,4,2025-12-06,1,2025-12-13,11156,8410.956208459775,2745.0437915402254,7535265.417473536
WVAL only,4,2025-12-06,2,2025-12-20,21083,8218.873706962773,12864.126293037227,165485745.2832117
WVAL only,4,2025-12-06,3,2025-12-27,37602,7700.941808332471,29901.05819166753,894073280.9814879
WVAL only,4,2025-12-13,1,2025-12-20,21083,12968.198610766214,8114.801389233786,65850001.58671058
WVAL only,4,2025-12-13,2,2025-12-27,37602,12973.796976048534,24628.203023951464,606548384.188972
WVAL only,4,2025-12-13,3,2026-01-03,42634,12179.945590382807,30454.054409617194,927449429.9839245
WVAL only,4,2025-12-20,1,2025-12-27,37602,27253.225427825633,10348.774572174367,107097135.14568275
WVAL only,4,2025-12-20,2,2026-01-03,42634,28256.93090073281,14377.069099267192,206700115.88510352
WVAL only,4,2025-12-20,3,2026-01-10,29933,26701.4032816557,3231.596718344299,10443217.350013644
WVAL only,4,2025-12-27,1,2026-01-03,42634,48561.76606036552,5927.766060365517,35138410.46642132
WVAL only,4,2025-12-27,2,2026-01-10,29933,52682.55024348847,22749.55024348847,517542036.2810063
WVAL only,4,2025-12-27,3,2026-01-17,19754,53468.828127256464,33714.828127256464,1136689635.6504436
WVAL only,4,2026-01-03,1,2026-01-10,29933,40022.41221374924,10089.412213749238,101796238.81895229
WVAL only,4,2026-01-03,2,2026-01-17,19754,37076.534563875,17322.534563875,300070203.71664405
WVAL only,4,2026-01-03,3,2026-01-24,16819,36110.06874931584,19291.06874931584,372145333.49083024
WVAL only,4,2026-01-10,1,2026-01-17,19754,17988.933298928725,1765.066701071275,3115460.459230634
WVAL only,4,2026-01-10,2,2026-01-24,16819,14399.933559311481,2419.066440688519,5851882.444465419
WVAL only,4,2026-01-10,3,2026-01-31,15751,13593.512665961825,2157.4873340381746,4654751.59653515
WVAL only,4,2026-01-17,1,2026-01-24,16819,17718.238088615344,899.2380886153442,808629.1400165776
WVAL only,4,2026-01-17,2,2026-01-31,15751,17197.28224207324,1446.282242073241,2091732.3237364006
WVAL only,4,2026-01-17,3,2026-02-07,16121,15161.959436847275,959.0405631527246,919758.8017722953
WVAL only,4,2026-01-24,1,2026-01-31,15751,15546.12562050152,204.87437949848027,41973.51137488731
WVAL only,4,2026-01-24,2,2026-02-07,16121,13389.653091690001,2731.346908309999,7460255.93353459
WVAL only,4,2026-01-24,3,2026-02-14,16436,10294.073333246753,6141.9266667532465,37723263.17977464
WVAL only,4,2026-01-31,1,2026-02-07,16121,13769.78044005527,2351.2195599447296,5528233.419066688
WVAL only,4,2026-01-31,2,2026-02-14,16436,10716.367265175655,5719.632734824345,32714198.621274214
WVAL only,4,2026-01-31,3,2026-02-21,14731,9758.201446590878,4972.798553409122,24728725.452787858
WVAL only,4,2026-02-07,1,2026-02-14,16436,15119.07190400275,1316.9280959972493,1734299.6100269402
WVAL only,4,2026-02-07,2,2026-02-21,14731,14535.937954168785,195.06204583121507,38049.20172385905
WVAL only,4,2026-02-07,3,2026-02-28,11159,13378.532982695579,2219.5329826955785,4926326.661273532
WVAL only,4,2026-02-14,1,2026-02-21,14731,16873.87592663288,2142.8759266328816,4591917.236942731
WVAL only,4,2026-02-14,2,2026-02-28,11159,15900.373774589627,4741.373774589627,22480625.270366285
WVAL only,4,2026-02-14,3,2026-03-07,9598,14223.997958428217,4625.997958428217,21399857.111382034
WVAL only,4,2026-02-21,1,2026-02-28,11159,11988.60698249155,829.6069824915503,688247.7453987354
WVAL only,4,2026-02-21,2,2026-03-07,9598,10021.36190761877,423.3619076187697,179235.30482260368
WVAL only,4,2026-02-21,3,2026-03-14,7793,8717.940107524428,924.9401075244277,855514.2025073
WVAL only,4,2026-02-28,1,2026-03-07,9598,8469.856656791473,1128.1433432085269,1272707.402825712
WVAL only,4,2026-02-28,2,2026-03-14,7793,7018.192249609944,774.8077503900558,600327.050064499
WVAL only,4,2026-02-28,3,2026-03-21,6088,6254.4733467977485,166.4733467977485,27713.375194043438
WVAL only,4,2026-03-07,1,2026-03-14,7793,9126.265963456468,1333.265963456468,1777598.1293115036
WVAL only,4,2026-03-07,2,2026-03-21,6088,8554.61956803445,2466.61956803445,6084212.093410457
WVAL only,4,2026-03-07,3,2026-03-28,3306,7211.2448954497895,3905.2448954497895,15250937.693436638
WVAL only,4,2026-03-14,1,2026-03-21,6088,6065.565713710637,22.434286289362717,503.297201313088
WVAL only,4,2026-03-14,2,2026-03-28,3306,4493.837541248073,1187.8375412480727,1410958.0243982668
WVAL only,4,2026-03-14,3,2026-04-04,2901,3772.490034336889,871.490034336889,759494.8799485121
WVAL only,4,2026-03-21,1,2026-03-28,3306,4536.074815816799,1230.074815816799,1513084.0525067318
WVAL only,4,2026-03-21,2,2026-04-04,2901,3818.9174543659988,917.9174543659988,842572.4530297554
WVAL only,4,2026-03-21,3,2026-04-11,2235,3436.194988156935,1201.1949881569349,1442869.399573339
WVAL only,4,2026-03-28,1,2026-04-04,2901,1534.0923416822575,1366.9076583177425,1868436.5463676944
WVAL only,4,2026-03-28,2,2026-04-11,2235,953.5198677872829,1281.480132212717,1642191.329255923
WVAL only,4,2026-03-28,3,2026-04-18,1941,885.3909630765488,1055.6090369234512,1114310.438834456
WVAL only,4,2026-04-04,1,2026-04-11,2235,3498.5130651214477,1263.5130651214477,1596465.2657325957
WVAL only,4,2026-04-04,2,2026-04-18,1941,3655.3515020848527,1714.3515020848527,2939001.0727005904
WVAL only,4,2026-04-04,3,2026-04-25,1877,3288.153256355905,1411.153256355905,1991353.5129238742
WVAL only,4,2026-04-11,1,2026-04-18,1941,1306.745259416484,634.254740583516,402279.07595266314
WVAL only,4,2026-04-11,2,2026-04-25,1877,730.4396384260647,1146.5603615739353,1314600.6627325532
WVAL only,4,2026-04-11,3,2026-05-02,1649,687.3326953041826,961.6673046958174,924804.0049209181
WVAL only,4,2026-04-18,1,2026-04-25,1877,1907.917054497162,30.9170544971621,955.8642587804911
WVAL only,4,2026-04-18,2,2026-05-02,1649,1969.5465597779612,320.5465597779612,102750.09698548605
WVAL only,4,2026-04-18,3,2026-05-09,1473,1789.0315728789765,316.0315728789765,99875.95505635982
WVAL only,4,2026-04-25,1,2026-05-02,1649,1912.2437362151516,263.24373621515156,69297.2646565123
WVAL only,4,2026-04-25,2,2026-05-09,1473,1726.696257087167,253.69625708716694,64361.7908600379
WVAL only,4,2026-04-25,3,2026-05-16,1306,1573.2121739794177,267.2121739794177,71402.34592280659
WVAL only,4,2026-05-02,1,2026-05-09,1473,1237.0341366566258,235.96586334337417,55679.888663383936
WVAL only,4,2026-05-02,2,2026-05-16,1306,1039.9072667960247,266.0927332039753,70805.34266396197
WVAL only,4,2026-05-02,3,2026-05-23,1250,962.5460362278859,287.4539637721141,82629.78128829988
WVAL only,4,2026-05-09,1,2026-05-16,1306,1479.2888595126437,173.28885951264374,30029.02883119278
WVAL only,4,2026-05-09,2,2026-05-23,1250,1441.367436721263,191.36743672126295,36621.49583726658
WVAL only,4,2026-05-09,3,2026-05-30,1060,1319.7429035528312,259.7429035528312,67466.37594605537
WVAL only,4,2026-05-16,1,2026-05-23,1250,1118.7012043838274,131.29879561617258,17239.37373025746
WVAL only,4,2026-05-16,2,2026-05-30,1060,968.1259206168904,91.87407938310957,8440.84646249392
WVAL only,4,2026-05-16,3,2026-06-06,1011,898.8315893863116,112.16841061368837,12581.752339600996
WVAL only,5,2025-09-27,1,2025-10-04,976,1106.0447117655865,130.0447117655865,16911.62705819447
WVAL only,5,2025-09-27,2,2025-10-11,1016,1122.7690738289039,106.76907382890386,11399.635126281923
WVAL only,5,2025-09-27,3,2025-10-18,1119,1052.7478283958606,66.25217160413945,4389.350242264341
WVAL only,5,2025-10-04,1,2025-10-11,1016,903.3341237872039,112.66587621279609,12693.599662797093
WVAL only,5,2025-10-04,2,2025-10-18,1119,802.1061223936174,316.8938776063826,100421.729664409
WVAL only,5,2025-10-04,3,2025-10-25,1199,759.7732469713908,439.2267530286092,192920.14057605487
WVAL only,5,2025-10-11,1,2025-10-18,1119,992.3041780774545,126.69582192254552,16051.831292629366
WVAL only,5,2025-10-11,2,2025-10-25,1199,977.1960178871468,221.8039821128532,49197.0064811189
WVAL only,5,2025-10-11,3,2025-11-01,1358,919.9217105694984,438.0782894305016,191912.58767035435
WVAL only,5,2025-10-18,1,2025-10-25,1199,1191.250167193851,7.749832806149016,60.05990852326352
WVAL only,5,2025-10-18,2,2025-11-01,1358,1164.667881271777,193.3321187282229,37377.308131943675
WVAL only,5,2025-10-18,3,2025-11-08,1787,1091.4559979592239,695.5440020407761,483781.4587748992
WVAL only,5,2025-10-25,1,2025-11-01,1358,1177.8071816692805,180.19281833071955,32469.451777967697
WVAL only,5,2025-10-25,2,2025-11-08,1787,1106.5417992652349,680.4582007347651,463023.3629471939
WVAL only,5,2025-10-25,3,2025-11-15,2487,1038.4240862937427,1448.5759137062573,2098372.1777699185
WVAL only,5,2025-11-01,1,2025-11-08,1787,1411.0386143446653,375.96138565533465,141346.96350387926
WVAL only,5,2025-11-01,2,2025-11-15,2487,1386.7539711883446,1100.2460288116554,1210541.323915818
WVAL only,5,2025-11-01,3,2025-11-22,3584,1294.889305001963,2289.1106949980367,5240027.773954394
WVAL only,5,2025-11-08,1,2025-11-15,2487,2022.2440172062502,464.7559827937498,215998.12354258428
WVAL only,5,2025-11-08,2,2025-11-22,3584,2021.9244579386057,1562.0755420613943,2440079.999106399
WVAL only,5,2025-11-08,3,2025-11-29,5220,1876.268386727213,3343.731613272787,11180541.101599835
WVAL only,5,2025-11-15,1,2025-11-22,3584,2807.8465077890996,776.1534922109004,602414.2434711761
WVAL only,5,2025-11-15,2,2025-11-29,5220,2775.769955459252,2444.230044540748,5974260.5106356675
WVAL only,5,2025-11-15,3,2025-12-06,7449,2566.542692158335,4882.457307841665,23838389.36289648
