covariate_set,lag_weeks,reference_date,horizon,target_end_date,observed,median,absolute_error,squared_error
NSSP only,5,2026-02-14,3,2026-03-07,9598,11569.48175307622,1971.4817530762193,3886740.302712483
NSSP only,5,2026-02-21,1,2026-02-28,11159,12636.54050606961,1477.5405060696103,2183125.94707644
NSSP only,5,2026-02-21,2,2026-03-07,9598,11189.555682591665,1591.5556825916647,2533049.4907898195
NSSP only,5,2026-02-21,3,2026-03-14,7793,10348.41553596036,2555.415535960359,6530148.56142757
NSSP only,5,2026-02-28,1,2026-03-07,9598,8747.700055653571,850.2999443464287,723009.9953555397
NSSP only,5,2026-02-28,2,2026-03-14,7793,7665.088727188723,127.91127281127683,16361.293712200888
NSSP only,5,2026-02-28,3,2026-03-21,6088,7242.7998657487315,1154.7998657487315,1333562.7299332882
NSSP only,5,2026-03-07,1,2026-03-14,7793,9065.43577037683,1272.4357703768292,1619092.7897344746
NSSP only,5,2026-03-07,2,2026-03-21,6088,8780.903307688255,2692.903307688255,7251728.224558345
NSSP only,5,2026-03-07,3,2026-03-28,3306,8149.60654917934,4843.60654917934,23460524.403252993
NSSP only,5,2026-03-14,1,2026-03-21,6088,6538.529246368913,450.52924636891294,202976.60183374066
NSSP only,5,2026-03-14,2,2026-03-28,3306,5690.872756863735,2384.872756863735,5687618.066430832
NSSP only,5,2026-03-14,3,2026-04-04,2901,5316.769644943975,2415.7696449439754,5835942.977432741
NSSP only,5,2026-03-21,1,2026-03-28,3306,4865.779471672744,1559.779471672744,2432912.0002517044
NSSP only,5,2026-03-21,2,2026-04-04,2901,4254.582523662956,1353.5825236629562,1832185.6483657775
NSSP only,5,2026-03-21,3,2026-04-11,2235,3757.612325386754,1522.612325386754,2318348.2934196587
NSSP only,5,2026-03-28,1,2026-04-04,2901,1820.3645371210746,1080.6354628789254,1167773.0036315494
NSSP only,5,2026-03-28,2,2026-04-11,2235,1192.1760396396323,1042.8239603603677,1087481.8123016816
NSSP only,5,2026-03-28,3,2026-04-18,1941,1048.1954663806882,892.8045336193118,797099.9352511968
NSSP only,5,2026-04-04,1,2026-04-11,2235,3345.151303062339,1110.1513030623391,1232435.9156910095
NSSP only,5,2026-04-04,2,2026-04-18,1941,4039.7231387660877,2098.7231387660877,4404638.8131921785
NSSP only,5,2026-04-04,3,2026-04-25,1877,4314.881592313179,2437.8815923131788,5943266.65813944
NSSP only,5,2026-04-11,1,2026-04-18,1941,1799.9245482911956,141.0754517088044,19902.2830748432
NSSP only,5,2026-04-11,2,2026-04-25,1877,1259.253144160429,617.746855839571,381611.17789967573
NSSP only,5,2026-04-11,3,2026-05-02,1649,949.0647393321224,699.9352606678776,489909.3691262098
NSSP only,5,2026-04-18,1,2026-04-25,1877,1489.2436470061375,387.7563529938625,150354.9892871009
NSSP only,5,2026-04-18,2,2026-05-02,1649,1199.9141294484277,449.08587055157227,201678.11912906353
NSSP only,5,2026-04-18,3,2026-05-09,1473,1033.4706663217412,439.5293336782588,193186.03516365416
NSSP only,5,2026-04-25,1,2026-05-02,1649,1853.5018308912233,204.50183089122334,41820.998837862506
NSSP only,5,2026-04-25,2,2026-05-09,1473,1739.482715629551,266.48271562955097,71013.03772930012
NSSP only,5,2026-04-25,3,2026-05-16,1306,1339.0439523601513,33.04395236015125,1091.9027875799454
NSSP only,5,2026-05-02,1,2026-05-09,1473,1817.3817552237497,344.3817552237497,118598.79333099064
NSSP only,5,2026-05-02,2,2026-05-16,1306,2048.6182429937344,742.6182429937344,551481.8548271011
NSSP only,5,2026-05-02,3,2026-05-23,1250,2568.228396788061,1318.2283967880612,1737726.106098422
NSSP only,5,2026-05-09,1,2026-05-16,1306,1491.008487922576,185.00848792257602,34228.14060339796
NSSP only,5,2026-05-09,2,2026-05-23,1250,1965.2789080793927,715.2789080793927,511623.9163432484
NSSP only,5,2026-05-09,3,2026-05-30,1060,2423.904818731116,1363.904818731116,1860236.3545579582
NSSP only,5,2026-05-16,1,2026-05-23,1250,1665.6527144200263,415.6527144200263,172767.17900473595
NSSP only,5,2026-05-16,2,2026-05-30,1060,2099.5124394034283,1039.5124394034283,1080586.1116744662
NSSP only,5,2026-05-16,3,2026-06-06,1011,2582.862852284869,1571.862852284869,2470752.8263931237
NSSP only,6,2025-09-27,1,2025-10-04,976,1353.5676696203145,377.5676696203145,142557.34514251497
NSSP only,6,2025-09-27,2,2025-10-11,1016,1791.6721414687527,775.6721414687527,601667.2710507207
NSSP only,6,2025-09-27,3,2025-10-18,1119,2236.844627631709,1117.844627631709,1249576.6115250743
NSSP only,6,2025-10-04,1,2025-10-11,1016,1046.177075926224,30.177075926224006,910.6559114570885
NSSP only,6,2025-10-04,2,2025-10-18,1119,1283.9844158312808,164.98441583128078,27219.857467188973
NSSP only,6,2025-10-04,3,2025-10-25,1199,1423.5820967132568,224.58209671325676,50437.118164122614
NSSP only,6,2025-10-11,1,2025-10-18,1119,1232.3186578565424,113.31865785654236,12841.11821840811
NSSP only,6,2025-10-11,2,2025-10-25,1199,1367.3187041028943,168.31870410289434,28331.1861508777
NSSP only,6,2025-10-11,3,2025-11-01,1358,1218.5505066550675,139.44949334493253,19446.161194158383
NSSP only,6,2025-10-18,1,2025-10-25,1199,1169.2149557587823,29.785044241217747,887.1488604512984
NSSP only,6,2025-10-18,2,2025-11-01,1358,997.7989131164678,360.2010868835322,129744.8229920779
NSSP only,6,2025-10-18,3,2025-11-08,1787,746.9197772628999,1040.0802227371,1081766.8697288556
NSSP only,6,2025-10-25,1,2025-11-01,1358,1050.016771225853,307.98322877414694,94853.66920614852
NSSP only,6,2025-10-25,2,2025-11-08,1787,804.4874329011243,982.5125670988757,965330.9445072227
NSSP only,6,2025-10-25,3,2025-11-15,2487,523.2514096149819,1963.7485903850181,3856308.5262391455
NSSP only,6,2025-11-01,1,2025-11-08,1787,1339.5846788925303,447.4153211074697,200180.46956170024
NSSP only,6,2025-11-01,2,2025-11-15,2487,1113.682079423605,1373.317920576395,1886002.1109762734
NSSP only,6,2025-11-01,3,2025-11-22,3584,797.6287715667188,2786.3712284332814,7763864.622640794
NSSP only,6,2025-11-08,1,2025-11-15,2487,2410.4146590360106,76.58534096398944,5865.314450570519
NSSP only,6,2025-11-08,2,2025-11-22,3584,3057.1876142669025,526.8123857330975,277531.2897617979
NSSP only,6,2025-11-08,3,2025-11-29,5220,3663.313713815358,1556.686286184642,2423272.1935953335
NSSP only,6,2025-11-15,1,2025-11-22,3584,3190.2808811621057,393.71911883789426,155014.7445384879
NSSP only,6,2025-11-15,2,2025-11-29,5220,3808.6181560094924,1411.3818439905076,1991998.7095460456
NSSP only,6,2025-11-15,3,2025-12-06,7449,4414.3005133918505,3034.6994866081495,9209400.974019766
NSSP only,6,2025-11-22,1,2025-11-29,5220,4492.8877806171695,727.1122193828305,528692.1795758255
NSSP only,6,2025-11-22,2,2025-12-06,7449,5161.371609706264,2287.6283902937357,5233243.652077909
NSSP only,6,2025-11-22,3,2025-12-13,11156,5693.92413790107,5462.07586209893,29834272.72332377
NSSP only,6,2025-11-29,1,2025-12-06,7449,6407.502028038225,1041.497971961775,1084718.0256004902
NSSP only,6,2025-11-29,2,2025-12-13,11156,6906.0529274473065,4249.9470725526935,18062050.11949921
NSSP only,6,2025-11-29,3,2025-12-20,21083,7373.206518965882,13709.793481034118,187958437.29260558
NSSP only,6,2025-12-06,1,2025-12-13,11156,8689.50312392398,2466.4968760760203,6083606.839692767
NSSP only,6,2025-12-06,2,2025-12-20,21083,9311.544142001889,11771.455857998111,138567173.01679805
NSSP only,6,2025-12-06,3,2025-12-27,37602,9802.88647564985,27799.11352435015,772790712.7397074
NSSP only,6,2025-12-13,1,2025-12-20,21083,13551.76563186961,7531.23436813039,56719491.10770836
NSSP only,6,2025-12-13,2,2025-12-27,37602,14432.47397130006,23169.52602869994,536826936.394604
NSSP only,6,2025-12-13,3,2026-01-03,42634,14716.542481105009,27917.45751889499,779384434.3193064
NSSP only,6,2025-12-20,1,2025-12-27,37602,27726.94837848974,9875.051621510262,97516644.52749245
NSSP only,6,2025-12-20,2,2026-01-03,42634,29229.894615420417,13404.105384579583,179670041.16091537
NSSP only,6,2025-12-20,3,2026-01-10,29933,28110.33333551503,1822.6666644849684,3322113.76982476
NSSP only,6,2025-12-27,1,2026-01-03,42634,48132.2082191998,5498.208219199798,30230293.621676214
NSSP only,6,2025-12-27,2,2026-01-10,29933,51019.176343364874,21086.176343364874,444626832.78348047
NSSP only,6,2025-12-27,3,2026-01-17,19754,51060.45770987039,31306.45770987039,980094294.3399031
NSSP only,6,2026-01-03,1,2026-01-10,29933,40448.97144044507,10515.971440445071,110585655.33625638
NSSP only,6,2026-01-03,2,2026-01-17,19754,37672.43681837208,17918.43681837208,321070378.01399213
NSSP only,6,2026-01-03,3,2026-01-24,16819,35466.92904817685,18647.929048176848,347745257.7858379
NSSP only,6,2026-01-10,1,2026-01-17,19754,17388.41484041955,2365.585159580449,5595993.1472272575
NSSP only,6,2026-01-10,2,2026-01-24,16819,12776.378956135033,4042.621043864967,16342784.904299874
NSSP only,6,2026-01-10,3,2026-01-31,15751,11735.712807892622,4015.2871921073784,16122531.235101555
NSSP only,6,2026-01-17,1,2026-01-24,16819,17143.180768206832,324.180768206832,105093.17047517173
NSSP only,6,2026-01-17,2,2026-01-31,15751,16413.521288669304,662.5212886693043,438934.4579400357
NSSP only,6,2026-01-17,3,2026-02-07,16121,14723.10918829031,1397.8908117096908,1954098.721462378
NSSP only,6,2026-01-24,1,2026-01-31,15751,15792.450679519525,41.45067951952478,1718.1588326303513
NSSP only,6,2026-01-24,2,2026-02-07,16121,14007.959602781364,2113.040397218636,4464939.720277891
NSSP only,6,2026-01-24,3,2026-02-14,16436,12793.296757037828,3642.703242962172,13269286.916287126
NSSP only,6,2026-01-31,1,2026-02-07,16121,13924.353690204076,2196.646309795924,4825255.010340051
NSSP only,6,2026-01-31,2,2026-02-14,16436,12698.235324779605,3737.7646752203946,13970884.767325422
NSSP only,6,2026-01-31,3,2026-02-21,14731,12052.704433277282,2678.295566722718,7173267.142726565
NSSP only,6,2026-02-07,1,2026-02-14,16436,16728.021630740837,292.0216307408373,85276.632820537925
NSSP only,6,2026-02-07,2,2026-02-21,14731,16285.313682930078,1554.3136829300784,2415891.024943664
NSSP only,6,2026-02-07,3,2026-02-28,11159,15275.421683551265,4116.421683551265,16944927.476811033
NSSP only,6,2026-02-14,1,2026-02-21,14731,15741.893282912602,1010.8932829126024,1021905.2294378189
NSSP only,6,2026-02-14,2,2026-02-28,11159,14686.655541824068,3527.6555418240678,12444353.621762058
NSSP only,6,2026-02-14,3,2026-03-07,9598,13859.833107725532,4261.833107725532,18163221.438105464
NSSP only,6,2026-02-21,1,2026-02-28,11159,12776.605848334071,1617.6058483340712,2616648.6805645903
NSSP only,6,2026-02-21,2,2026-03-07,9598,11785.682525746743,2187.6825257467426,4785954.833457647
NSSP only,6,2026-02-21,3,2026-03-14,7793,11287.368115231628,3494.3681152316276,12210608.524747437
NSSP only,6,2026-02-28,1,2026-03-07,9598,8821.465295263808,776.534704736192,603006.1476597249
NSSP only,6,2026-02-28,2,2026-03-14,7793,8123.752086518825,330.7520865188253,109396.9427365565
NSSP only,6,2026-02-28,3,2026-03-21,6088,8094.896741264925,2006.8967412649254,4027634.5300997766
NSSP only,6,2026-03-07,1,2026-03-14,7793,9564.779855482911,1771.7798554829114,3139203.8562950464
NSSP only,6,2026-03-07,2,2026-03-21,6088,9647.866725427626,3559.866725427626,12672651.102806808
NSSP only,6,2026-03-07,3,2026-03-28,3306,9441.937626467048,6135.937626467048,37649730.55589407
NSSP only,6,2026-03-14,1,2026-03-21,6088,6363.6400863339395,275.6400863339395,75977.45719418162
NSSP only,6,2026-03-14,2,2026-03-28,3306,5909.686531506402,2603.6865315064024,6779183.55434784
NSSP only,6,2026-03-14,3,2026-04-04,2901,6140.038142300567,3239.0381423005674,10491368.087277912
NSSP only,6,2026-03-21,1,2026-03-28,3306,5398.6948597553765,2092.6948597553765,4379371.776046575
NSSP only,6,2026-03-21,2,2026-04-04,2901,5589.930240743028,2688.9302407430278,7230345.839582358
NSSP only,6,2026-03-21,3,2026-04-11,2235,5820.9691562285725,3585.9691562285725,12859174.789422661
NSSP only,6,2026-03-28,1,2026-04-04,2901,1711.7212927778837,1189.2787072221163,1414383.843451908
NSSP only,6,2026-03-28,2,2026-04-11,2235,1643.7240127940477,591.2759872059523,349607.2930463735
NSSP only,6,2026-03-28,3,2026-04-18,1941,2317.4795151605986,376.47951516059857,141736.82533555938
NSSP only,6,2026-04-04,1,2026-04-11,2235,3846.0131141814036,1611.0131141814036,2595363.254064464
NSSP only,6,2026-04-04,2,2026-04-18,1941,4692.878899650963,2751.878899650963,7572837.478344195
NSSP only,6,2026-04-04,3,2026-04-25,1877,4983.101130861033,3106.101130861033,9647864.235136189
NSSP only,6,2026-04-11,1,2026-04-18,1941,1714.517896040251,226.4821039597491,51294.1434140346
NSSP only,6,2026-04-11,2,2026-04-25,1877,1769.0324813692796,107.9675186307204,11656.985079274958
NSSP only,6,2026-04-11,3,2026-05-02,1649,2407.9466297974086,758.9466297974086,575999.9868808448
NSSP only,6,2026-04-18,1,2026-04-25,1877,2187.5287854860635,310.5287854860635,96428.12661544964
NSSP only,6,2026-04-18,2,2026-05-02,1649,2859.8878905316833,1210.8878905316833,1466249.48343627
NSSP only,6,2026-04-18,3,2026-05-09,1473,3352.786537378077,1879.786537378077,3533597.42610786
NSSP only,6,2026-04-25,1,2026-05-02,1649,2285.816146945859,636.8161469458591,405534.80501097004
NSSP only,6,2026-04-25,2,2026-05-09,1473,2732.5711493062818,1259.5711493062818,1586519.4801647475
NSSP only,6,2026-04-25,3,2026-05-16,1306,3243.6823034941326,1937.6823034941326,3754612.709274328
NSSP only,6,2026-05-02,1,2026-05-09,1473,1553.358462292861,80.35846229286108,6457.482462073175
NSSP only,6,2026-05-02,2,2026-05-16,1306,1969.8688028590595,663.8688028590595,440721.7874095209
NSSP only,6,2026-05-02,3,2026-05-23,1250,2565.1365229613,1315.1365229613002,1729584.0740267385
NSSP only,6,2026-05-09,1,2026-05-16,1306,1820.8630731342855,514.8630731342855,265083.9840772806
NSSP only,6,2026-05-09,2,2026-05-23,1250,2403.9800371949514,1153.9800371949514,1331669.9262444614
NSSP only,6,2026-05-09,3,2026-05-30,1060,2937.7934764077418,1877.7934764077418,3526108.340039472
NSSP only,6,2026-05-16,1,2026-05-23,1250,1449.3515356407943,199.35153564079428,39741.034762342875
NSSP only,6,2026-05-16,2,2026-05-30,1060,1905.9418244657736,845.9418244657736,715617.5703804818
NSSP only,6,2026-05-16,3,2026-06-06,1011,2495.118918167529,1484.118918167529,2202608.963262757
WVAL + NSSP,3,2025-09-27,1,2025-10-04,976,1188.1396103171733,212.13961031717326,45003.214265522125
WVAL + NSSP,3,2025-09-27,2,2025-10-11,1016,1188.9635428679458,172.96354286794576,29916.38716143171
WVAL + NSSP,3,2025-09-27,3,2025-10-18,1119,1038.309933393179,80.69006660682089,6510.886849013192
WVAL + NSSP,3,2025-10-04,1,2025-10-11,1016,813.7394763328364,202.26052366716362,40909.319434115256
WVAL + NSSP,3,2025-10-04,2,2025-10-18,1119,634.7420105951401,484.2579894048599,234505.80030243742
WVAL + NSSP,3,2025-10-04,3,2025-10-25,1199,558.2474052256944,640.7525947743056,410563.8877100055
WVAL + NSSP,3,2025-10-11,1,2025-10-18,1119,992.7997795650208,126.2002204349792,15926.495637837343
WVAL + NSSP,3,2025-10-11,2,2025-10-25,1199,943.924602387204,255.075397612796,65063.458467325974
WVAL + NSSP,3,2025-10-11,3,2025-11-01,1358,863.1465248340307,494.85347516596926,244879.96188383654
WVAL + NSSP,3,2025-10-18,1,2025-10-25,1199,1167.4649859789533,31.535014021046663,994.4571093076097
WVAL + NSSP,3,2025-10-18,2,2025-11-01,1358,1104.0748591631072,253.92514083689275,64477.97714903582
WVAL + NSSP,3,2025-10-18,3,2025-11-08,1787,1007.1150903201898,779.8849096798102,608220.4723462857
WVAL + NSSP,3,2025-10-25,1,2025-11-01,1358,1159.9819798423391,198.01802015766089,39211.136307159795
WVAL + NSSP,3,2025-10-25,2,2025-11-08,1787,1067.4785832396217,719.5214167603783,517711.069176862
WVAL + NSSP,3,2025-10-25,3,2025-11-15,2487,834.4466840859988,1652.5533159140014,2730932.461938361
WVAL + NSSP,3,2025-11-01,1,2025-11-08,1787,1418.4003422061028,368.5996577938972,135865.70772577813
WVAL + NSSP,3,2025-11-01,2,2025-11-15,2487,1213.1618402233673,1273.8381597766327,1622663.657303118
WVAL + NSSP,3,2025-11-01,3,2025-11-22,3584,1311.2027269791724,2272.7972730208276,5165607.444250911
WVAL + NSSP,3,2025-11-08,1,2025-11-15,2487,1866.718476721911,620.281523278089,384749.1681201865
WVAL + NSSP,3,2025-11-08,2,2025-11-22,3584,2016.0220433172444,1567.9779566827556,2458554.8726430293
WVAL + NSSP,3,2025-11-08,3,2025-11-29,5220,2078.665251737651,3141.334748262349,9867984.000640476
WVAL + NSSP,3,2025-11-15,1,2025-11-22,3584,3114.332633151143,469.667366848857,220587.43548273883
WVAL + NSSP,3,2025-11-15,2,2025-11-29,5220,3263.680983090715,1956.319016909285,3827184.095920911
WVAL + NSSP,3,2025-11-15,3,2025-12-06,7449,3418.272054940122,4030.727945059878,16246767.767086627
WVAL + NSSP,3,2025-11-22,1,2025-11-29,5220,4096.697134064027,1123.3028659359734,1261809.3286199714
WVAL + NSSP,3,2025-11-22,2,2025-12-06,7449,4319.465315632673,3129.534684367327,9793987.340658104
WVAL + NSSP,3,2025-11-22,3,2025-12-13,11156,4732.36460762437,6423.63539237563,41263091.65418081
WVAL + NSSP,3,2025-11-29,1,2025-12-06,7449,6313.073611769238,1135.9263882307623,1290328.7594789846
WVAL + NSSP,3,2025-11-29,2,2025-12-13,11156,6886.249723112565,4269.750276887435,18230767.426980324
WVAL + NSSP,3,2025-11-29,3,2025-12-20,21083,7230.658043700918,13852.341956299082,191887377.67424387
WVAL + NSSP,3,2025-12-06,1,2025-12-13,11156,8911.32933972948,2244.67066027052,5038546.373079292
WVAL + NSSP,3,2025-12-06,2,2025-12-20,21083,9432.73143897267,11650.26856102733,135728757.5440618
WVAL + NSSP,3,2025-12-06,3,2025-12-27,37602,9581.733177773804,28020.266822226196,785135352.7887502
WVAL + NSSP,3,2025-12-13,1,2025-12-20,21083,13451.48677361009,7631.51322638991,58239994.12456414
WVAL + NSSP,3,2025-12-13,2,2025-12-27,37602,13966.01224956308,23635.98775043692,558659916.9388041
WVAL + NSSP,3,2025-12-13,3,2026-01-03,42634,14496.887109923638,28137.11289007636,791697121.7889013
WVAL + NSSP,3,2025-12-20,1,2025-12-27,37602,27845.923229373228,9756.076770626772,95181033.95436332
WVAL + NSSP,3,2025-12-20,2,2026-01-03,42634,29836.11250040917,12797.88749959083,163785924.45218322
WVAL + NSSP,3,2025-12-20,3,2026-01-10,29933,30970.30109748942,1037.3010974894205,1075993.5668527563
WVAL + NSSP,3,2025-12-27,1,2026-01-03,42634,48703.24393491769,6069.243934917693,36835721.941535205
WVAL + NSSP,3,2025-12-27,2,2026-01-10,29933,52811.27971790044,22878.27971790044,523415682.8504947
WVAL + NSSP,3,2025-12-27,3,2026-01-17,19754,57087.65075388788,37333.65075388788,1393801478.6132731
WVAL + NSSP,3,2026-01-03,1,2026-01-10,29933,40817.34348280546,10884.34348280546,118468933.05168968
WVAL + NSSP,3,2026-01-03,2,2026-01-17,19754,42771.677848919906,23017.677848919906,529813493.5566581
WVAL + NSSP,3,2026-01-03,3,2026-01-24,16819,44154.2150608964,27335.2150608964,747213982.4254574
WVAL + NSSP,3,2026-01-10,1,2026-01-17,19754,19761.6685873061,7.668587306099653,58.80723127127273
WVAL + NSSP,3,2026-01-10,2,2026-01-24,16819,17604.93572877979,785.9357287797902,617694.96977262
WVAL + NSSP,3,2026-01-10,3,2026-01-31,15751,16647.578746909552,896.5787469095521,803853.4494099028
WVAL + NSSP,3,2026-01-17,1,2026-01-24,16819,17590.391577367533,771.3915773675326,595044.96563357
WVAL + NSSP,3,2026-01-17,2,2026-01-31,15751,16632.907495032658,881.9074950326576,777760.829794777
WVAL + NSSP,3,2026-01-17,3,2026-02-07,16121,13932.39332938812,2188.60667061188,4789999.158646818
WVAL + NSSP,3,2026-01-24,1,2026-01-31,15751,15147.67598032553,603.32401967447,363999.8727161603
WVAL + NSSP,3,2026-01-24,2,2026-02-07,16121,12333.818263516949,3787.1817364830513,14342745.50515078
WVAL + NSSP,3,2026-01-24,3,2026-02-14,16436,8844.509368570274,7591.490631429726,57630730.0070853
WVAL + NSSP,3,2026-01-31,1,2026-02-07,16121,13521.520041550817,2599.479958449183,6757296.054378966
WVAL + NSSP,3,2026-01-31,2,2026-02-14,16436,10145.853547793678,6290.146452206322,39565942.390203774
WVAL + NSSP,3,2026-01-31,3,2026-02-21,14731,8524.03156417427,6206.968435825729,38526457.163336895
WVAL + NSSP,3,2026-02-07,1,2026-02-14,16436,14847.572668661382,1588.4273313386184,2523101.386943525
WVAL + NSSP,3,2026-02-07,2,2026-02-21,14731,13491.69061424684,1239.3093857531603,1535887.7536158755
WVAL + NSSP,3,2026-02-07,3,2026-02-28,11159,12833.344394408352,1674.344394408352,2803429.151086671
WVAL + NSSP,3,2026-02-14,1,2026-02-21,14731,16855.279996749687,2124.2799967496867,4512565.504590848
WVAL + NSSP,3,2026-02-14,2,2026-02-28,11159,17178.10637709168,6019.106377091681,36229641.57874574
WVAL + NSSP,3,2026-02-14,3,2026-03-07,9598,17592.050448763737,7994.050448763737,63904842.57737971
WVAL + NSSP,3,2026-02-21,1,2026-02-28,11159,12657.585262252318,1498.585262252318,2245757.788239849
WVAL + NSSP,3,2026-02-21,2,2026-03-07,9598,11872.114618128986,2274.114618128986,5171597.296387943
WVAL + NSSP,3,2026-02-21,3,2026-03-14,7793,11340.112363596389,3547.1123635963886,12582006.119978359
WVAL + NSSP,3,2026-02-28,1,2026-03-07,9598,8950.19641768223,647.8035823177706,419649.4812637366
WVAL + NSSP,3,2026-02-28,2,2026-03-14,7793,8114.845192686403,321.8451926864027,103584.32805534768
WVAL + NSSP,3,2026-02-28,3,2026-03-21,6088,8452.385723436468,2364.3857234364677,5590319.849190189
WVAL + NSSP,3,2026-03-07,1,2026-03-14,7793,9379.051738163627,1586.0517381636273,2515560.1161318636
WVAL + NSSP,3,2026-03-07,2,2026-03-21,6088,9851.98448340327,3763.98448340327,14167579.191300582
WVAL + NSSP,3,2026-03-07,3,2026-03-28,3306,9118.79750166441,5812.79750166441,33788614.79535601
WVAL + NSSP,3,2026-03-14,1,2026-03-21,6088,6765.310546035118,677.310546035118,458749.57577038975
WVAL + NSSP,3,2026-03-14,2,2026-03-28,3306,5721.922877033761,2415.9228770337613,5836683.347775087
WVAL + NSSP,3,2026-03-14,3,2026-04-04,2901,4716.7889061427995,1815.7889061427995,3297089.3516712645
WVAL + NSSP,3,2026-03-21,1,2026-03-28,3306,4411.465173729267,1105.465173729267,1222053.2503282784
WVAL + NSSP,3,2026-03-21,2,2026-04-04,2901,3278.3035212206473,377.3035212206473,142357.94712549946
WVAL + NSSP,3,2026-03-21,3,2026-04-11,2235,2673.945675545348,438.94567554534797,192673.30607996188
WVAL + NSSP,3,2026-03-28,1,2026-04-04,2901,1131.310409955634,1769.689590044366,3131801.245111396
WVAL + NSSP,3,2026-03-28,2,2026-04-11,2235,308.9978021952993,1926.0021978047007,3709484.4659485375
WVAL + NSSP,3,2026-03-28,3,2026-04-18,1941,-100.78143677326489,2041.7814367732649,4168871.435551898
WVAL + NSSP,3,2026-04-04,1,2026-04-11,2235,3747.3767195083547,1512.3767195083547,2287283.3417108525
WVAL + NSSP,3,2026-04-04,2,2026-04-18,1941,3691.4215388012663,1750.4215388012663,3063975.563499393
WVAL + NSSP,3,2026-04-04,3,2026-04-25,1877,2905.22829509603,1028.2282950960298,1057253.426836088
WVAL + NSSP,3,2026-04-11,1,2026-04-18,1941,773.1154656210492,1167.8845343789508,1363954.2856415387
WVAL + NSSP,3,2026-04-11,2,2026-04-25,1877,-306.2320394581784,2183.2320394581784,4766502.138116717
WVAL + NSSP,3,2026-04-11,3,2026-05-02,1649,-557.0837982013786,2206.0837982013786,4866805.724686621
WVAL + NSSP,3,2026-04-18,1,2026-04-25,1877,1942.6493762327104,65.64937623271044,4309.840599743966
WVAL + NSSP,3,2026-04-18,2,2026-05-02,1649,1920.2490429844388,271.2490429844388,73576.04331997393
WVAL + NSSP,3,2026-04-18,3,2026-05-09,1473,1267.6354581694545,205.36454183054548,42174.595041269866
WVAL + NSSP,3,2026-04-25,1,2026-05-02,1649,1793.8300822909002,144.83008229090024,20975.752736388935
WVAL + NSSP,3,2026-04-25,2,2026-05-09,1473,1128.6296532471326,344.37034675286736,118590.9357226901
WVAL + NSSP,3,2026-04-25,3,2026-05-16,1306,596.5709282526798,709.4290717473202,503289.60784026445
WVAL + NSSP,3,2026-05-02,1,2026-05-09,1473,848.377043923175,624.622956076825,390153.8372581512
WVAL + NSSP,3,2026-05-02,2,2026-05-16,1306,287.02448583187436,1018.9755141681256,1038311.098474196
WVAL + NSSP,3,2026-05-02,3,2026-05-23,1250,-24.155814644357747,1274.1558146443576,1623473.0399920268
WVAL + NSSP,3,2026-05-09,1,2026-05-16,1306,1494.3557293047438,188.35572930474382,35477.88076192193
WVAL + NSSP,3,2026-05-09,2,2026-05-23,1250,1309.781261641926,59.781261641925994,3573.799243500412
WVAL + NSSP,3,2026-05-09,3,2026-05-30,1060,990.6566571984131,69.34334280158691,4808.499190898396
WVAL + NSSP,3,2026-05-16,1,2026-05-23,1250,945.5646835299455,304.43531647005454,92680.86191422226
WVAL + NSSP,3,2026-05-16,2,2026-05-30,1060,588.4941186759946,471.5058813240054,222317.79612312705
WVAL + NSSP,3,2026-05-16,3,2026-06-06,1011,286.84691763463775,724.1530823653623,524397.6866992551
WVAL + NSSP,4,2025-09-27,1,2025-10-04,976,917.4165255274943,58.58347447250571,3432.0234812707286
WVAL + NSSP,4,2025-09-27,2,2025-10-11,1016,860.7383846838436,155.2616153161564,24106.169190582128
WVAL + NSSP,4,2025-09-27,3,2025-10-18,1119,821.3655486004916,297.6344513995084,88586.26665988633
WVAL + NSSP,4,2025-10-04,1,2025-10-11,1016,957.2560635208254,58.743936479174636,3450.8500730693045
WVAL + NSSP,4,2025-10-04,2,2025-10-18,1119,928.6437753379657,190.35622466203426,36235.492267582864
WVAL + NSSP,4,2025-10-04,3,2025-10-25,1199,880.624856107519,318.375143892481,101362.73224855798
WVAL + NSSP,4,2025-10-11,1,2025-10-18,1119,1025.5029688907682,93.49703110923178,8741.694826240657
WVAL + NSSP,4,2025-10-11,2,2025-10-25,1199,988.4252481911344,210.57475180886559,44341.72609936534
WVAL + NSSP,4,2025-10-11,3,2025-11-01,1358,932.8212398154469,425.1787601845531,180776.9781120737
WVAL + NSSP,4,2025-10-18,1,2025-10-25,1199,1142.6877079304095,56.31229206959051,3171.0742381308664
WVAL + NSSP,4,2025-10-18,2,2025-11-01,1358,1104.6004389986692,253.39956100133077,64211.337515667154
WVAL + NSSP,4,2025-10-18,3,2025-11-08,1787,1061.1747429886002,725.8252570113998,526822.3037156645
WVAL + NSSP,4,2025-10-25,1,2025-11-01,1358,1197.5396781335858,160.46032186641423,25747.514893473253
WVAL + NSSP,4,2025-10-25,2,2025-11-08,1787,1164.6772775469835,622.3227224530165,387285.5708813342
WVAL + NSSP,4,2025-10-25,3,2025-11-15,2487,1117.0942999488811,1369.9057000511189,1876641.627032546
WVAL + NSSP,4,2025-11-01,1,2025-11-08,1787,1429.49180788275,357.50819211725,127812.10743094455
