reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.15,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.2,228
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.25,702
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.3,1127
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.35,1521
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.4,2072
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.45,2654
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.5,3226
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.55,3798
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.6,4380
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.65,4982
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.7,5614
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.75,6298
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.8,7060
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.85,7948
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.9,9064
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.95,10719
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.975,12154
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.99,13823
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.15,223
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.2,948
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.25,1570
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.3,2130
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.35,2647
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.4,3138
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.45,3915
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.5,4694
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.55,5473
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.6,6265
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.65,7084
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.7,7946
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.75,8876
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.8,9912
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.85,11120
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.9,12640
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.95,14892
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.975,16846
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.99,19118
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.2,179
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.25,470
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.3,823
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.35,1149
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.4,1459
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.45,1758
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.5,2053
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.55,2348
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.6,2648
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.65,2958
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.7,3284
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.75,3636
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.8,4029
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.85,4486
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.9,5061
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.95,5914
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.975,6653
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.99,7513
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.025,0
