reference_date,arima_order,residual_mean,residual_sd,ljung_box_lag,ljung_box_statistic,ljung_box_p_value
2026-05-16,"(2,1,3)",2.076950785826223,1879.828109254431,10,5.685184121764456,0.33806663498747413
