model,response,external_regressors,features,framing,objective,quantile_levels,eta,max_depth,subsample,colsample_bytree,nrounds,seed
XGBoost quantile regression,weekly national influenza admissions,none,lag1; lag2; lag3; lag4; sin1; cos1; sin2; cos2,direct per horizon; three models per reference date,reg:quantileerror,"0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99",0.05,3,0.8,0.8,300,42
