model,horizon,n_forecasts,mae,rmse,mean_wis,coverage_95,mean_width_95
XGBoost quantile,1,34,2345.3823529411766,4662.4894795654845,1624.7173406862744,0.8823529411764706,11729.79411764706
XGBoost quantile,2,34,3348.6470588235293,6735.225730965431,2280.3911274509805,0.8529411764705882,14558.117647058823
XGBoost quantile,3,34,4085.0882352941176,7532.18868082375,2656.3148161764707,0.9117647058823529,16049.14705882353
